HR,Name,GLON,GLON_shifted,GLAT,Vmag
504,,132.43,47.57,-15.75,6.35
505,,292.17,-112.17,-55.27,5.71
506,,286.9,-106.9,-61.77,5.52
507,,154.47,25.53,-64.37,6.19
508,109    Psc,139.67,40.33,-41.04,6.27
509,52Tau Cet,173.19,6.81,-73.43,3.5
510,110Omi Psc,144.61,35.39,-51.43,4.26
511,,129.08,50.92,1.66,5.63
512,,301.23,-121.23,-34,5.87
513,,156.61,23.39,-64.97,5.34
514,Eps Scl,206.28,-26.28,-77.66,5.31
515,,141.2,38.8,-43.49,6.55
516,Tau1Hyi,299.99,-119.99,-37.69,6.33
517,,217.1,-37.1,-77.87,6.39
518,,133,47,-15.54,6.32
519,,282.92,-102.92,-64.14,5.49
520,,285.68,-105.68,-61.74,5.04
521,,135.2,44.8,-23.55,5.94
522,4    Ari,141.89,38.11,-43.82,5.84
523,,136.65,43.35,-28.66,5.79
524,,268.52,-88.52,-71.43,6.18
525,,301.7,-121.7,-32.25,5.69
526,,132.86,47.14,-13.86,5.82
527,,149.17,30.83,-56.25,5.91
528,,256.59,-76.59,-74.45,6.32
529,,132.18,47.82,-9.87,5.9
530,1    Ari,140.39,39.61,-38.6,5.86
531,53Chi Cet,165.48,14.52,-68.61,4.67
532,,233.7,-53.7,-76.77,6.34
533,1    Per,131.57,48.43,-6.7,5.52
534,,145.58,34.42,-49.2,5.94
535,,259.3,-79.3,-73.37,6.37
536,2    Per,132.64,47.36,-10.93,5.79
537,,277.77,-97.77,-66.33,6.14
538,,132.58,47.42,-10.24,6.26
539,55Zet Cet,165.88,14.12,-68.05,3.73
540,,131.72,48.28,-6.21,6.45
541,,280.7,-100.7,-64.28,5.94
542,45Eps Cas,129.84,50.16,1.65,3.38
543,55    And,135.4,44.6,-20.64,5.4
544,2Alp Tri,138.64,41.36,-31.4,3.41
545,5Gam1Ari,142.55,37.45,-41.2,4.83
546,5Gam2Ari,142.55,37.45,-41.2,4.75
547,,180.42,-0.42,-72.52,5.8
548,46Ome Cas,128.77,51.23,6.55,4.99
549,111Xi  Psc,151.64,28.36,-56.18,4.62
550,Tau2Hyi,299.96,-119.96,-36.63,6.06
551,,135.72,44.28,-20.59,6.24
552,,136.75,43.25,-24.03,6.26
553,6Bet Ari,142.24,37.76,-39.68,2.64
554,,258.35,-78.35,-72.71,6.1
555,Psi Phe,274.35,-94.35,-67.22,4.41
556,,136.91,43.09,-23.84,5.89
557,56    And,136.96,43.04,-23.85,5.67
558,Phi Phe,267.17,-87.17,-69.99,5.11
559,7    Ari,141.48,38.52,-36.96,5.74
560,,153.67,26.33,-57.13,6.01
561,,130.8,49.2,-0.14,6.02
562,,136.03,43.97,-19.48,6.78
563,8Iot Ari,144.34,35.66,-42.3,5.1
564,,140.4,39.6,-32.81,5.82
565,56    Cet,199.22,-19.22,-74.52,4.85
566,Chi Eri,280.88,-100.88,-62.67,3.7
567,,130.16,49.84,2.71,5.26
568,3    Per,134.06,45.94,-12.21,5.69
569,9Lam Ari,142.04,37.96,-36.8,4.79
570,Eta2Hyi,293.93,-113.93,-48.35,4.69
571,,289.48,-109.48,-54.55,6.06
572,,126.76,53.24,15.58,6.04
573,,280.76,-100.76,-62.45,6.1
574,,274.84,-94.84,-66,4.83
575,48    Cas,128.69,51.31,8.83,4.54
576,,239.29,-59.29,-74.36,6.35
577,,143.55,36.45,-39.07,5.87
578,,147.82,32.18,-47.26,6.09
579,,127.95,52.05,11.68,6.23
580,50    Cas,128.38,51.62,10.31,3.98
581,47    Cas,127.06,52.94,15,5.38
582,112    Psc,154.33,25.67,-55.53,5.88
583,57    Cet,194.6,-14.6,-73.19,5.41
584,,292.2,-112.2,-50.3,6.37
585,59Ups Cet,195.47,-15.47,-73.25,4
586,52    Cas,130.42,49.58,3.07,6
587,,167.4,12.6,-65.25,5.51
588,,264.25,-84.25,-69.6,5.57
589,53    Cas,130.57,49.43,2.59,5.58
590,4    Per,133.19,46.81,-6.97,5.04
591,Alp Hyi,289.45,-109.45,-53.76,2.86
592,49    Cas,127.44,52.56,13.9,5.22
593,Sig Hyi,298.84,-118.84,-38.26,6.16
594,Pi  For,227.66,-47.66,-74.42,5.35
595,113Alp Psc,155.35,24.65,-55.6,5.23
596,113Alp Psc,155.35,24.65,-55.6,4.33
597,,125.99,54.01,18.89,6.05
598,,130.54,49.46,3.32,6.52
599,3Eps Tri,139.71,40.29,-27.25,5.5
600,,292.34,-112.34,-49.64,6.1
601,,148.19,31.81,-45.88,5.94
602,Chi Phe,268.87,-88.87,-67.48,5.14
603,57Gam1And,136.96,43.04,-18.56,2.26
604,57Gam2And,136.97,43.03,-18.56,4.84
605,10    Ari,142.61,37.39,-34.16,5.63
606,,226.33,-46.33,-74.19,6.42
607,60    Cet,158.18,21.82,-57.75,5.43
608,,181.14,-1.14,-69.6,5.86
609,,146.03,33.97,-41.35,6.21
610,61    Cet,158.88,21.12,-58.07,5.93
611,,162.91,17.09,-61.23,5.62
612,Nu  For,224.89,-44.89,-73.78,4.69
613,12Kap Ari,144.78,35.22,-37.02,5.03
614,,152.67,27.33,-50.26,6.31
615,11    Ari,143.52,36.48,-34.14,6.15
616,,159.58,20.42,-57.4,6.28
617,13Alp Ari,144.57,35.43,-36.2,2
618,,132.92,47.08,-2.94,5.67
619,,137.14,42.86,-16.27,6.42
620,58    And,139.31,40.69,-22.55,4.82
621,,134.48,45.52,-7.25,6.31
622,4Bet Tri,140.55,39.45,-25.2,3
623,14    Ari,144.08,35.92,-33.71,4.98
624,,148.23,31.77,-41.79,6.43
625,,189.29,-9.29,-69.87,6.1
626,,128.58,51.42,12.06,6.29
627,5    Per,133.51,46.49,-3.57,6.36
628,59    And,139.38,40.62,-21.28,5.63
629,59    And,139.38,40.62,-21.28,6.1
630,,208.31,-28.31,-72.2,6.48
631,15    Ari,147.4,32.6,-39.58,5.7
632,,264.22,-84.22,-67.31,5.85
633,16    Ari,144.53,35.47,-33.57,6.02
634,5    Tri,142.27,37.73,-28.32,6.23
635,64    Cet,154.2,25.8,-49.39,5.63
636,,264.54,-84.54,-66.99,6.32
637,,275.99,-95.99,-61.97,6.12
638,,174.54,5.46,-64.57,6.01
639,63    Cet,163.52,16.48,-58.23,5.93
640,55    Cas,131.08,48.92,4.98,6.07
641,,133.5,46.5,-2.61,6.44
642,6    Tri,142.98,37.02,-29.4,4.94
643,60    And,138.04,41.96,-16.23,4.83
644,,145.69,34.31,-35.09,5.96
645,,135.85,44.15,-9.73,5.31
646,17Eta Ari,147.14,32.86,-37.81,5.27
647,,137.1,42.9,-13.1,6.06
648,19    Ari,150.4,29.6,-43.2,5.71
649,65Xi 1Cet,154.55,25.45,-48.95,4.37
650,66    Cet,164.6,15.4,-58.52,5.54
651,,199.11,-19.11,-70.43,5.86
652,Mu  For,229.19,-49.19,-71.84,5.28
653,,137.3,42.7,-12.69,6.33
654,,134.38,45.62,-3.91,6.48
655,7    Tri,142.55,37.45,-26.27,5.28
656,20    Ari,145.74,34.26,-33.33,5.79
657,21    Ari,146.07,33.93,-34.01,5.58
658,,175.21,4.79,-63.45,6.55
659,,257.7,-77.7,-67.91,5.91
660,8Del Tri,142.43,37.57,-25.39,4.87
661,8    Per,134.25,45.75,-3.06,5.75
662,7    Per,134.39,45.61,-3.42,5.98
663,,138.78,41.22,-15.9,6.7
664,9Gam Tri,142.65,37.35,-25.71,4.01
665,,147.05,32.95,-35.06,6.55
666,67    Cet,171.27,8.73,-60.99,5.51
667,Pi 1Hyi,291.57,-111.57,-47.42,5.55
668,,132.36,47.64,3.1,6.6
669,22The Ari,149.27,30.73,-38.5,5.62
670,62    And,137.99,42.01,-12.91,5.3
671,,138.29,41.71,-13.77,6.21
672,,162.2,17.8,-54.38,5.58
673,,137.46,42.54,-11.42,6.37
674,Phi Eri,275.35,-95.35,-60.82,3.56
675,10    Tri,145.22,34.78,-30.41,5.03
676,,147.8,32.2,-35.44,6.46
677,,140.79,39.21,-19.96,6.63
678,Pi 2Hyi,291.35,-111.35,-47.45,5.69
679,,138.24,41.76,-12.89,6.11
680,,144.79,35.21,-28.89,6.47
681,68Omi Cet,167.75,12.25,-57.98,3.04
682,63    And,137.29,42.71,-10.21,5.59
683,,214.47,-34.47,-70.41,6.34
684,,169.55,10.45,-58.98,6.5
685,9    Per,135.51,44.49,-4.79,5.17
686,,257.92,-77.92,-66.77,6.37
687,,140.8,39.2,-18.28,5.82
688,,280.1,-100.1,-57.09,5.81
689,69    Cet,164.95,15.05,-54.92,5.28
690,,135.87,44.13,-5.17,6.28
691,70    Cet,166.4,13.6,-55.9,5.42
692,,179.78,0.22,-63.15,5.46
693,,193.3,-13.3,-67.06,5.87
694,64    And,137.86,42.14,-10.15,5.19
695,Kap For,208.85,-28.85,-69.21,5.2
696,10    Per,135.62,44.38,-3.93,6.25
697,,195.13,-15.13,-67.2,6.22
698,,260.03,-80.03,-65.6,6.31
699,65    And,137.95,42.05,-9.83,4.71
700,,247.15,-67.15,-68.09,6.53
701,,273.28,-93.28,-60.44,5.92
702,24Xi  Ari,157.03,22.97,-45.99,5.47
703,,214.69,-34.69,-69.2,6.44
704,71    Cet,169.53,10.47,-56.93,6.33
705,Del Hyi,291.25,-111.25,-46.37,4.09
706,,254.5,-74.5,-66.45,6.18
707,Iot Cas,132.12,47.88,6.29,4.52
708,72Rho Cet,183.75,-3.75,-63.35,4.89
709,66    And,138.18,41.82,-9.42,6.12
710,,189.53,-9.53,-65.08,5.83
711,,147.91,32.09,-31.18,6.18
712,11    Tri,145.72,34.28,-26.79,5.54
713,,200.01,-20.01,-67.12,5.88
714,Lam Hor,283.79,-103.79,-53.2,5.35
715,Kap Hyi,294.47,-114.47,-41.95,5.01
716,,136.55,43.45,-4.72,6.51
717,12    Tri,146.86,33.14,-28.67,5.29
718,73Xi 2Cet,159.69,20.31,-47.39,4.28
719,,165.42,14.58,-52.76,6.45
720,13    Tri,146.89,33.11,-28.37,5.89
721,Kap Eri,267.12,-87.12,-62.24,4.25
722,,289.17,-109.17,-48.04,6.41
723,,150.24,29.76,-34.16,6.19
724,Phi For,236.68,-56.68,-68.2,5.14
725,,159.26,20.74,-46.27,6.07
726,,145.4,34.6,-24.69,6.25
727,,229.36,-49.36,-68.46,6.11
728,,149.62,30.38,-32.45,5.92
729,26    Ari,152.63,27.37,-37.23,6.15
730,,207.1,-27.1,-67.27,6.77
731,27    Ari,154.01,25.99,-39.09,6.23
732,,168.08,11.92,-53.68,6
733,,213.52,-33.52,-67.78,6.51
734,,287,-107,-49.73,6.37
735,,206.86,-26.86,-67.09,6.1
736,14    Tri,144.74,35.26,-22.43,5.15
737,,166.25,13.75,-51.98,5.25
738,,145.62,34.38,-23.82,5.83
739,75    Cet,169.94,10.06,-54.44,5.35
740,76Sig Cet,191.12,-11.12,-63.78,4.75
741,29    Ari,156.28,23.72,-41.18,6.04
742,,242.77,-62.77,-66.74,6.3
743,,130.71,49.29,11.58,5.16
744,Lam1For,238.27,-58.27,-67,5.9
745,,201.48,-21.48,-65.57,6.21
746,,143.84,36.16,-18.95,6.36
747,,133.55,46.45,5.09,5.78
748,,144.92,35.08,-21.07,5.71
749,Ome For,221.7,-41.7,-67.34,4.9
750,15    Tri,146.14,33.86,-23.44,5.35
751,,162.6,17.4,-47.26,6.18
752,77    Cet,179.49,0.51,-58.87,5.75
753,,163.39,16.61,-47.62,5.82
754,78Nu  Cet,164.48,15.52,-48.67,4.86
755,,270.92,-90.92,-59.19,6.24
756,,144.53,35.47,-19.67,5.9
757,,147.8,32.2,-26.13,6.1
758,,146.59,33.41,-23.71,5.3
759,80    Cet,179.86,0.14,-58.61,5.53
760,,144.09,35.91,-18.59,6.54
761,,147.26,32.74,-24.94,6.25
762,,284.65,-104.65,-50.76,6.77
763,31    Ari,159.13,20.87,-42.91,5.68
764,30    Ari,151.47,28.53,-32.31,7.09
765,30    Ari,151.49,28.51,-32.31,6.5
766,,162.83,17.17,-46.83,5.81
767,Iot1For,226.39,-46.39,-66.88,5.75
768,,145.24,34.76,-20.47,6.18
769,,145.1,34.9,-20.13,6.3
770,,163.28,16.72,-46.66,6.39
771,81    Cet,174.49,5.51,-55.25,5.65
772,Lam2For,237.68,-57.68,-66.24,5.79
773,32Nu  Ari,153.46,26.54,-34.47,5.43
774,,127.33,52.67,19.59,5.78
775,,167.32,12.68,-49.96,6.21
776,Mu  Hyi,297.19,-117.19,-36.88,5.28
777,Iot2For,226.75,-46.75,-66.41,5.83
778,Eta Hor,272.31,-92.31,-57.82,5.31
779,82Del Cet,170.76,9.24,-52.21,4.07
780,,245.54,-65.54,-65.1,6.49
781,83Eps Cet,187.19,-7.19,-60.41,4.84
782,33    Ari,151.02,28.98,-29.79,5.3
783,,165.32,14.68,-47.6,6.25
784,,183.54,-3.54,-58.84,5.78
785,11    Per,138.51,41.49,-4.35,5.77
786,,227.82,-47.82,-66.03,6.52
787,,139.16,40.84,-5.79,5.84
788,12    Per,144.84,35.16,-17.91,4.91
789,,255.67,-75.67,-62.98,4.75
790,84    Cet,172.42,7.58,-52.68,5.71
791,,133.34,46.66,7.27,5.95
792,,141.4,38.6,-10.56,6.48
793,34Mu  Ari,155.53,24.47,-35.74,5.69
794,Iot Eri,249.3,-69.3,-64.07,4.11
795,,175.53,4.47,-54.4,6.05
796,,192.38,-12.38,-61.45,5.98
797,,162.07,17.93,-43.53,6.3
798,,285.44,-105.44,-49.01,6.55
799,13The Per,141.16,38.84,-9.61,4.12
800,14    Per,143.31,36.69,-14.07,5.43
801,35    Ari,151.29,28.71,-28.93,4.66
802,Zet Hor,274.43,-94.43,-56.11,5.21
803,,152.53,27.47,-30.69,6.35
804,86Gam Cet,168.92,11.08,-49.38,3.47
805,,245.9,-65.9,-64.29,6.01
806,Eps Hyi,288.96,-108.96,-45.82,4.11
807,,261.96,-81.96,-60.83,6.1
808,36    Ari,157.47,22.53,-37.42,6.46
809,37Omi Ari,159.22,20.78,-39.46,5.77
810,Iot Hor,268.82,-88.82,-58.33,5.41
811,89Pi  Cet,191.81,-11.81,-60.57,4.25
812,38    Ari,161.43,18.57,-41.79,5.18
813,87Mu  Cet,163.25,16.75,-43.7,4.27
814,,250.3,-70.3,-63.35,6.36
815,,132.89,47.11,9.07,6.18
816,,168.09,11.91,-47.92,6.03
817,,232.25,-52.25,-65,6.22
818,1Tau1Eri,200.83,-20.83,-62.53,4.47
819,,147.73,32.27,-21.26,6.25
820,,147.96,32.04,-21.64,6.3
821,,271.1,-91.1,-57.02,6.15
822,,260.97,-80.97,-60.49,6.85
823,,287.19,-107.19,-46.84,6.26
824,39    Ari,151.42,28.58,-27.1,4.51
825,,138.47,41.53,-2.18,6.25
826,,207.44,-27.44,-63.24,6.49
827,,209.3,-29.3,-63.39,6.47
828,40    Ari,158.18,21.82,-36.45,5.82
829,,133.47,46.53,8.52,5.8
830,,153.91,26.09,-30.53,5.86
831,,147.54,32.46,-19.84,6.45
832,,190.42,-10.42,-59.04,6.9
833,Gam Hor,284.11,-104.11,-49.05,5.74
834,15Eta Per,139.14,40.86,-3.18,3.76
835,Eta1For,238.99,-58.99,-63.93,6.51
836,42Pi  Ari,158.93,21.07,-37.04,5.22
837,Zet Hyi,287.76,-107.76,-46,4.84
838,41    Ari,152.98,27.02,-28.61,3.63
839,,138.2,41.8,-0.94,6.45
840,16    Per,147.25,32.75,-18.86,4.23
841,Bet For,231.79,-51.79,-64.02,4.46
842,,143.38,36.62,-11.2,5.88
843,17    Per,149.07,30.93,-21.64,4.53
844,Gam1For,214.12,-34.12,-63.29,6.14
845,Gam2For,221.64,-41.64,-63.79,5.39
846,,140.73,39.27,-5.63,6.36
847,43Sig Ari,161.17,18.83,-38.72,5.49
848,Eta2For,239.41,-59.41,-63.34,5.92
849,,142.83,37.17,-9.54,6.26
850,2Tau2Eri,206.8,-26.8,-62.09,4.75
851,Eta3For,239.01,-59.01,-63.28,5.47
852,Nu  Hor,282.75,-102.75,-49.46,5.26
853,,248.01,-68.01,-62.21,6.36
854,18Tau Per,141.02,38.98,-5.74,3.95
855,20    Per,147.81,32.19,-18.55,5.33
856,,160.59,19.41,-37.33,6.31
857,,192.06,-12.06,-58.26,6.04
858,,228.14,-48.14,-63.47,6.4
859,,187.02,-7.02,-56.35,6.32
860,,137.21,42.79,2.15,5.59
861,,135.96,44.04,4.67,6.24
862,,209.96,-29.96,-61.94,5.95
863,Psi For,244.62,-64.62,-62.12,5.92
864,,142.08,37.92,-6.89,6.22
865,,143.97,36.03,-10.53,6.02
866,,282.43,-102.43,-49.13,6.03
867,45Rho2Ari,159.93,20.07,-35.45,5.91
868,,265.46,-85.46,-57.38,4
869,46Rho3Ari,160.29,19.71,-35.62,5.63
870,,167.75,12.25,-43.37,5.97
871,,266.92,-86.92,-56.8,6.21
872,Nu  Hyi,293.35,-113.35,-39.77,4.75
873,21    Per,151.88,28.12,-23.77,5.11
874,3Eta Eri,187.15,-7.15,-55.31,3.89
875,,180.36,-0.36,-52.04,5.17
876,,148.45,31.55,-17.9,6.04
877,,171.55,8.45,-46.17,6.11
878,47    Ari,158.88,21.12,-33.22,5.8
879,22Pi  Per,148.04,31.96,-16.92,4.7
880,,283.75,-103.75,-47.86,6.56
881,,129.08,50.92,18.19,5.49
882,24    Per,150.45,29.55,-20.78,4.93
883,4    Eri,213.46,-33.46,-61.47,5.45
884,,226.08,-46.08,-62.31,6.29
885,,144.44,35.56,-10.22,5.47
886,,147.5,32.5,-15.64,5.89
887,48Eps Ari,158.69,21.31,-32.51,4.63
888,48Eps Ari,158.69,21.31,-32.51,4.63
889,6    Eri,213.02,-33.02,-61.25,5.84
890,,142.11,37.89,-5.63,5.28
891,,142.11,37.89,-5.63,6.74
892,,179.79,0.21,-51.03,5.23
893,,243.71,-63.71,-61.42,6.41
894,,149.09,30.91,-18.11,6.11
895,,189.01,-9.01,-55.34,6.14
896,91Lam Cet,168.21,11.79,-42.41,4.7
897,The1Eri,247.86,-67.86,-60.74,3.24
898,The2Eri,247.85,-67.85,-60.73,4.35
899,5    Eri,179.67,0.33,-50.64,5.56
900,,224.1,-44.1,-61.85,6.14
901,Zet For,216.57,-36.57,-61.27,5.71
902,,166.8,13.2,-40.74,5.95
903,,231.73,-51.73,-61.79,6.31
904,7    Eri,180.47,-0.47,-50.7,6.11
905,49    Ari,156.02,23.98,-27.9,5.9
906,,128.14,51.86,20.05,5.95
907,8Rho1Eri,186.62,-6.62,-53.64,5.75
908,,172.01,7.99,-44.75,6.25
909,Bet Hor,282.85,-102.85,-47.79,4.99
910,93    Cet,173.08,6.92,-45.39,5.61
911,92Alp Cet,173.32,6.68,-45.59,2.53
912,,190.03,-10.03,-54.8,5.83
913,,185.31,-5.31,-52.74,6.19
914,Eps For,222.48,-42.48,-61.23,5.89
915,23Gam Per,142.07,37.93,-4.34,2.93
916,,155.26,24.74,-26.19,6.36
917,9Rho2Eri,187.04,-7.04,-53.34,5.32
918,,140.59,39.41,-1.5,4.76
919,11Tau3Eri,213.54,-33.54,-60.29,4.09
920,,140.92,39.08,-2.04,6.11
921,25Rho Per,149.6,30.4,-17.01,3.39
922,,137.14,42.86,5,5.89
923,,148.7,31.3,-15.49,6.05
924,,163.84,16.16,-36.22,6.49
925,10Rho3Eri,187.3,-7.3,-52.98,5.26
926,,176.17,3.83,-46.77,6.05
927,52    Ari,157.53,22.47,-28.47,6.8
928,52    Ari,157.53,22.47,-28.47,7
929,,259.36,-79.36,-57.5,5.82
930,,143.14,36.86,-5.21,6.31
931,,166.31,13.69,-38.06,5.62
932,,132.11,47.89,14.08,4.87
933,,145.59,34.41,-9.47,6.41
934,Mu  Hor,277.43,-97.43,-50.34,5.11
935,,185.87,-5.87,-51.62,5.27
936,26Bet Per,148.98,31.02,-14.9,2.12
937,Iot Per,144.58,35.42,-7.39,4.05
938,53    Ari,162.98,17.02,-34.21,6.11
939,The Hyi,289.93,-109.93,-41.76,5.53
940,54    Ari,162.53,17.47,-33.35,6.27
941,27Kap Per,147.12,32.88,-11.43,3.8
942,,170.83,9.17,-41.3,6.28
943,,222.28,-42.28,-59.84,6.19
944,55    Ari,156.01,23.99,-24.78,5.72
945,,156.9,23.1,-25.75,6.42
946,,157.54,22.46,-26.48,6.02
947,28Ome Per,150.23,29.77,-15.73,4.63
948,,168.4,11.6,-38.41,5.98
949,,146.06,33.94,-8.71,6.33
950,,148.87,31.13,-13.3,6.15
951,57Del Ari,162.6,17.4,-32.14,4.35
952,,167.61,12.39,-37.4,6.12
953,,214.63,-34.63,-58.5,6.38
954,56    Ari,157.68,22.32,-25.95,5.79
955,,184.19,-4.19,-49.29,6.05
956,,145.96,34.04,-8.25,5.9
957,,201.29,-21.29,-55.78,6.26
958,,173.4,6.6,-41.99,5.56
959,,287.07,-107.07,-43.42,6.15
960,,261.22,-81.22,-55.59,6.12
961,,130.66,49.34,17.16,5.45
962,94    Cet,181.5,-1.5,-47.34,5.06
963,Alp For,224.75,-44.75,-59.04,3.87
964,,141.57,38.43,-0.41,5.79
965,,126.5,53.5,23.2,5.61
966,,149.24,30.76,-12.92,6.07
967,,137.24,42.76,6.93,6.36
968,,253.82,-73.82,-56.96,5.93
969,,144.89,35.11,-5.66,5.03
970,,238.21,-58.21,-58.76,6.27
971,,156.23,23.77,-22.85,5.52
972,58Zet Ari,162.38,17.62,-30.62,4.89
973,,147.87,32.13,-10.41,6.16
974,,226.36,-46.36,-58.76,6.16
975,,154.91,25.09,-20.9,6.31
976,,153.87,26.13,-19.35,6.25
977,,273.3,-93.3,-50.9,5.74
978,,155.47,24.53,-21.36,6.06
979,,150.73,29.27,-14.39,6.45
980,,219.41,-39.41,-58,6.25
981,,295.34,-115.34,-36.05,5.57
982,30    Per,148.85,31.15,-11.36,5.47
983,,187.86,-7.86,-49.63,6.17
984,13Zet Eri,191.58,-11.58,-51.31,4.8
985,,137.46,42.54,7.06,4.84
986,,151.51,28.49,-15.34,5.96
987,29    Per,145.6,34.4,-6.06,5.15
988,14    Eri,192.19,-12.19,-51.33,6.14
989,31    Per,145.74,34.26,-6.12,5.03
990,,228.37,-48.37,-58.26,6.65
991,,154.63,25.37,-19.43,4.82
992,95    Cet,182.52,-2.52,-46.1,5.38
993,,224.61,-44.61,-57.71,5.91
994,15    Eri,213.26,-33.26,-56.46,4.88
995,59    Ari,159.34,20.66,-25.11,5.9
996,96Kap1Cet,178.22,1.78,-43.08,4.83
997,,206.62,-26.62,-55.15,5.71
998,,258.81,-78.81,-54.94,5.85
999,,158.14,21.86,-23.46,4.47
1000,60    Ari,160.37,19.63,-26.17,6.12
